Branch,Segment_Index,Distance_km,Area_km2,Runoff_C,Is_Polder_Zone,Q_lat_base_m3_s,NH4_conc_base_mg_L,NO3_conc_base_mg_L,PO4_conc_base_mg_L,TOC_conc_base_mg_L,DIC_conc_base_mg_L,SPM_conc_base_mg_L
My_Tho,2,4,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,2,5,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,3,6,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,3,7,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,4,8,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,4,9,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,5,10,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,5,11,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,6,12,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,6,13,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,7,14,2.0,0.443,True,0.00177,3.75,6.05,0.95,25.75,15.0,85.5
My_Tho,7,15,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,8,16,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,8,17,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,9,18,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,9,19,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,10,20,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,10,21,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,11,22,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,11,23,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,12,24,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,12,25,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,13,26,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,13,27,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,14,28,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,14,29,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,15,30,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,15,31,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,16,32,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,16,33,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,17,34,2.0,0.395,False,0.00158,3.5,6.7,0.97,25.5,14.0,77.0
My_Tho,17,35,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,18,36,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,18,37,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,19,38,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,19,39,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,20,40,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,20,41,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,21,42,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,21,43,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,22,44,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,22,45,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,23,46,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,23,47,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,24,48,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,24,49,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,25,50,2.0,0.643,False,0.00257,7.0,4.6,1.29,40.5,17.9,120.5
My_Tho,25,51,2.0,0.69,False,0.00276,4.53,3.08,1.1,68.5,33.95,118.0
My_Tho,26,52,2.0,0.69,False,0.00276,4.53,3.08,1.1,68.5,33.95,118.0
My_Tho,26,53,2.0,0.69,False,0.00276,4.53,3.08,1.1,68.5,33.95,118.0
My_Tho,27,54,2.0,0.69,False,0.00276,4.53,3.08,1.1,68.5,33.95,118.0
My_Tho,27,55,2.0,0.69,False,0.00276,4.53,3.08,1.1,68.5,33.95,118.0
Ham_Luong,0,0,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,0,1,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,1,2,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,1,3,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,2,4,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,2,5,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,3,6,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,3,7,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,4,8,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,4,9,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,5,10,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,5,11,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,6,12,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,6,13,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,7,14,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,7,15,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,8,16,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,8,17,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,9,18,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,9,19,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,10,20,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,10,21,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,11,22,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,11,23,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,12,24,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,12,25,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,13,26,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,13,27,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,14,28,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,14,29,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,15,30,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,15,31,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,16,32,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,16,33,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,17,34,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,17,35,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,18,36,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,18,37,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,19,38,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,19,39,2.0,0.353,False,0.00141,3.22,7.25,0.97,25.0,13.15,69.5
Ham_Luong,20,40,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,20,41,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,21,42,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,21,43,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,22,44,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,22,45,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,23,46,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,23,47,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,24,48,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,24,49,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,25,50,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,25,51,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,26,52,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,26,53,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,27,54,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,27,55,2.0,0.587,False,0.00235,5.68,4.85,1.18,41.75,19.75,110.0
Ham_Luong,28,56,2.0,0.738,False,0.00295,4.18,2.39,1.05,77.75,39.1,118.5
Ham_Luong,28,57,2.0,0.738,False,0.00295,4.18,2.39,1.05,77.75,39.1,118.5
Ham_Luong,29,58,2.0,0.738,False,0.00295,4.18,2.39,1.05,77.75,39.1,118.5
Ham_Luong,29,59,2.0,0.738,False,0.00295,4.18,2.39,1.05,77.75,39.1,118.5
Ham_Luong,30,60,2.0,0.738,False,0.00295,4.18,2.39,1.05,77.75,39.1,118.5
Hau_River,0,0,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,0,1,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,1,2,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,1,3,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,2,4,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,2,5,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,3,6,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,3,7,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,4,8,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,4,9,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,5,10,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,5,11,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,6,12,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,6,13,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,7,14,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,7,15,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,8,16,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,8,17,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,9,18,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,9,19,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,10,20,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,10,21,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,11,22,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,11,23,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,12,24,2.0,0.43,True,0.00172,3.33,6.0,0.9,23.75,15.05,84.0
Hau_River,12,25,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,13,26,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,13,27,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,14,28,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,14,29,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,15,30,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,15,31,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,16,32,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,16,33,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,17,34,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,17,35,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,18,36,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,18,37,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,19,38,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,19,39,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,20,40,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,20,41,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,21,42,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,21,43,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,22,44,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,22,45,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,23,46,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,23,47,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,24,48,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,24,49,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,25,50,2.0,0.72,False,0.00288,8.08,3.95,1.37,44.5,18.95,133.0
Hau_River,25,51,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,26,52,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,26,53,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,27,54,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,27,55,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,28,56,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,28,57,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,29,58,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,29,59,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,30,60,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,30,61,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,31,62,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,31,63,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,32,64,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,32,65,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,33,66,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,33,67,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,34,68,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,34,69,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,35,70,2.0,0.595,True,0.00238,5.51,4.55,1.18,42.5,20.7,115.5
Hau_River,35,71,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,36,72,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,36,73,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,37,74,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,37,75,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,38,76,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,38,77,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,39,78,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,39,79,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,40,80,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,40,81,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,41,82,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,41,83,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,42,84,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,42,85,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,43,86,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,43,87,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,44,88,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,44,89,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
Hau_River,45,90,2.0,0.728,True,0.00291,4.57,2.54,1.14,76.75,37.6,126.0
