time_s,H_m
0.0,2.36691765559077
1800.0,2.6127129545807053
3600.0,2.613561789425629
5400.0,2.5391978034836287
7200.0,2.2051531547694325
9000.0,1.7681404650983399
10800.0,1.2009225453446826
12600.0,0.6373773798714787
14400.0,-0.052242101983931886
16200.0,-0.7274547412527681
18000.0,-1.296954014171958
19800.0,-1.831117738816968
21600.0,-2.237308507391993
23400.0,-2.5316697581945076
25200.0,-2.6382077596413174
27000.0,-2.589737583390533
28800.0,-2.3509643561590767
30600.0,-1.9552021523831975
32400.0,-1.4829784371838415
34200.0,-0.9043516266744136
36000.0,-0.22579051601151023
37800.0,0.44675606371112564
39600.0,1.0601063678522555
41400.0,1.600733711795127
43200.0,2.086417410513978
45000.0,2.3751467441289673
46800.0,2.5935893872187257
48600.0,2.6364336739026957
50400.0,2.4566144696624814
52200.0,2.1264438057083233
54000.0,1.6954591060469408
55800.0,1.1237341990610015
57600.0,0.5339976015131509
59400.0,-0.11418855791235905
61200.0,-0.8022055004950971
63000.0,-1.4297477122941602
64800.0,-1.9147401669961506
66600.0,-2.270697884667272
68400.0,-2.5345680108597075
70200.0,-2.619569856111582
72000.0,-2.5382010419365475
73800.0,-2.2670128878059566
75600.0,-1.853849799135828
77400.0,-1.3342082651918157
79200.0,-0.7721735459631878
81000.0,-0.09712833438203747
82800.0,0.5476378043312463
84600.0,1.1600291796465996
86400.0,1.717235681437795
88200.0,2.1271628314983237
90000.0,2.422495810385945
91800.0,2.561948867756197
93600.0,2.562885594409598
95400.0,2.385684791234535
97200.0,2.0294743472753733
99000.0,1.5645121090483183
100800.0,1.0577181917569303
102600.0,0.3817442966232513
104400.0,-0.268517210393893
106200.0,-0.9019559987986904
108000.0,-1.4875451185349777
109800.0,-1.9594909707546075
111600.0,-2.3154801709712785
113400.0,-2.5491874571928137
115200.0,-2.559564826045281
117000.0,-2.4623897471987477
118800.0,-2.1703924747173717
120600.0,-1.8024421149086292
122400.0,-1.2892408130568624
124200.0,-0.6604669799857732
126000.0,0.02664701249476663
127800.0,0.5922805538847074
129600.0,1.2466961566047052
131400.0,1.7476452596756646
133200.0,2.1704632915946647
135000.0,2.427331482262533
136800.0,2.5482459378455697
138600.0,2.5174490524863176
140400.0,2.291214455753911
142200.0,1.9095120911357264
144000.0,1.4876473808952666
145800.0,0.9095728778296389
147600.0,0.29088006003972583
149400.0,-0.3653602340562911
151200.0,-0.9418762166264094
153000.0,-1.4948879666467116
154800.0,-1.9594096690551366
156600.0,-2.2763339146055643
158400.0,-2.4635174504859187
160200.0,-2.5142831243321244
162000.0,-2.4101313491717735
163800.0,-2.092982001356876
165600.0,-1.695797011243127
167400.0,-1.1392446274296126
169200.0,-0.5677913171444429
171000.0,0.07469860817595343
172800.0,0.6912591450349098
174600.0,1.2746382248524486
176400.0,1.7394925526029021
178200.0,2.137422738154283
180000.0,2.3528267426795133
181800.0,2.461483332245321
183600.0,2.419962396005243
185400.0,2.1973542953675063
187200.0,1.8169398742455312
189000.0,1.3110711960813877
190800.0,0.7833781755916511
192600.0,0.190235729725181
194400.0,-0.4270368651236845
196200.0,-1.0397369829714445
198000.0,-1.5198444999818015
199800.0,-2.0038931826502133
201600.0,-2.2828890132681967
203400.0,-2.3793113379883257
205200.0,-2.423155306573105
207000.0,-2.252843536038309
208800.0,-1.9256453377755292
210600.0,-1.52506253267314
212400.0,-1.0019058670856555
214200.0,-0.45617042916402967
216000.0,0.15382110132952015
217800.0,0.7709098288936704
219600.0,1.3204703540839673
221400.0,1.7507412652261853
223200.0,2.133902322653854
225000.0,2.2965900740299485
226800.0,2.415708970867411
228600.0,2.3176429689053886
230400.0,2.044566965647528
232200.0,1.7266536627038158
234000.0,1.2150590659202338
235800.0,0.6910411777285731
237600.0,0.10060770183515823
239400.0,-0.5332009934439343
241200.0,-1.0730711125130248
243000.0,-1.5814417226306539
244800.0,-1.9770701740879197
246600.0,-2.1941312250683644
248400.0,-2.3669667963427283
250200.0,-2.3337061977935742
252000.0,-2.158331268606451
253800.0,-1.8540290257341479
255600.0,-1.436250330479044
257400.0,-0.8918947301041632
259200.0,-0.32885210020316386
261000.0,0.24385178664434876
262800.0,0.8200582719913257
264600.0,1.3367717633993101
266400.0,1.777904822525296
268200.0,2.046449658714846
270000.0,2.2856420082233617
271800.0,2.2782201268157776
273600.0,2.19274340467419
275400.0,1.956933394107161
277200.0,1.583787238129746
279000.0,1.076486958279348
280800.0,0.5746144488241942
282600.0,0.00976646838413408
284400.0,-0.6058992069607504
286200.0,-1.0816023435650848
288000.0,-1.556491976957863
289800.0,-1.914218810389763
291600.0,-2.138145297538216
293400.0,-2.2839852613216065
295200.0,-2.2080128971794535
297000.0,-2.0150954393236127
298800.0,-1.694785507970986
300600.0,-1.25440170878723
302400.0,-0.7608694883810494
304200.0,-0.21795877925102708
306000.0,0.320872604143444
307800.0,0.8597197217740631
309600.0,1.3338850265194606
311400.0,1.751952419329845
313200.0,2.0065990731182692
315000.0,2.172154428755273
316800.0,2.1813943647256147
318600.0,2.0614104271792693
320400.0,1.8340587113382667
322200.0,1.4110132728465088
324000.0,0.9779636418605023
325800.0,0.47393622926348783
327600.0,-0.09021483731340964
329400.0,-0.6354168738627912
331200.0,-1.139772317931316
333000.0,-1.5577729168026972
334800.0,-1.8744399199162949
336600.0,-2.065098006301293
338400.0,-2.1273083773371853
340200.0,-2.073133774508949
342000.0,-1.8844016381852577
343800.0,-1.5517506227398088
345600.0,-1.186013966728714
347400.0,-0.646443414618877
349200.0,-0.12608153268410813
351000.0,0.3982562029462675
352800.0,0.9027952817719938
354600.0,1.369837988939172
356400.0,1.7173946998750262
358200.0,1.9617957654944622
360000.0,2.1220649900298745
361800.0,2.079286271959709
363600.0,1.9221499513333575
365400.0,1.6656848735248744
367200.0,1.2946835204051454
369000.0,0.8669310762841314
370800.0,0.3439721722666848
372600.0,-0.17146948131148193
374400.0,-0.6774001956630662
376200.0,-1.1610373262181852
378000.0,-1.5799125230840918
379800.0,-1.8668801553691066
381600.0,-2.007650563406256
383400.0,-2.0680624735185225
385200.0,-1.9520613783333471
387000.0,-1.7715671153217438
388800.0,-1.4314513196265417
390600.0,-1.0336799432405503
392400.0,-0.5661446165785146
394200.0,-0.037983443301023885
396000.0,0.4677189965942179
397800.0,0.9713316626567066
399600.0,1.384533341585996
401400.0,1.6870769733295334
403200.0,1.9528387092735489
405000.0,2.0351554786882047
406800.0,1.9921826416465402
408600.0,1.8102768901551647
410400.0,1.531765171960935
412200.0,1.1988371118007106
414000.0,0.7478662268253836
415800.0,0.26887243744841305
417600.0,-0.2978235346229407
419400.0,-0.7197598002744011
421200.0,-1.183210529972572
423000.0,-1.5151787261186054
424800.0,-1.795808893310488
426600.0,-1.980829743490473
428400.0,-1.9759843893342626
430200.0,-1.8772571157889129
432000.0,-1.6712852953993387
433800.0,-1.3241385254723677
435600.0,-0.894647072333546
437400.0,-0.4673185250871005
439200.0,0.03634685779789494
441000.0,0.4953857193582174
442800.0,0.9918858598468844
444600.0,1.3862764181208358
446400.0,1.6830708858642014
448200.0,1.8327361339997197
450000.0,1.9597363948203133
451800.0,1.9074926073325933
453600.0,1.7227881549591695
455400.0,1.471878460484753
457200.0,1.0924034364600037
459000.0,0.6182425609151226
460800.0,0.1537084871053099
462600.0,-0.3584697647575156
464400.0,-0.7830531272221519
466200.0,-1.1577568192669625
468000.0,-1.5454638169657842
469800.0,-1.7611072522618036
471600.0,-1.8597116658469897
473400.0,-1.9166456840180104
475200.0,-1.7906058853229054
477000.0,-1.5425627712826069
478800.0,-1.1910877650698382
480600.0,-0.797422533168274
482400.0,-0.3372298475469593
484200.0,0.11972105206022697
486000.0,0.5921370303996786
487800.0,0.9926327790965547
489600.0,1.3363529874858844
491400.0,1.6549624311617028
493200.0,1.8430025461168553
495000.0,1.8957903645723877
496800.0,1.7814844712838138
498600.0,1.5849451956497438
500400.0,1.3108894710315497
502200.0,0.98435719950585
504000.0,0.5429496586424055
505800.0,0.0810834589379855
507600.0,-0.3962249064362977
509400.0,-0.8519789077044754
511200.0,-1.2349622634415418
513000.0,-1.5209353045394955
514800.0,-1.7152580104679718
516600.0,-1.8281839211133801
518400.0,-1.8235687321036367
520200.0,-1.6533051066946463
522000.0,-1.451602335781459
523800.0,-1.1141506434855997
525600.0,-0.7104190195118026
527400.0,-0.30331489381692445
529200.0,0.18148202253682955
531000.0,0.649187837836471
532800.0,1.061172265880449
534600.0,1.412221177648919
536400.0,1.6258769594146159
538200.0,1.7651507991758943
540000.0,1.8305527178150611
541800.0,1.7418139995596893
543600.0,1.54950953162869
545400.0,1.221121648085169
547200.0,0.8969580822514639
549000.0,0.4758660006075144
550800.0,-0.00021969063868423726
552600.0,-0.4613397629311285
554400.0,-0.8871379529198908
556200.0,-1.2207442417820815
558000.0,-1.5038333791066365
559800.0,-1.720478461908297
561600.0,-1.8267732771871525
563400.0,-1.7773179777947499
