time_s,H_m
0.0,1.966236120435083
1800.0,2.2208757753570856
3600.0,2.3522619210608084
5400.0,2.368257074693905
7200.0,2.2210572929807624
9000.0,1.9267248414260059
10800.0,1.4786707828730803
12600.0,0.9414877969397697
14400.0,0.373185281476146
16200.0,-0.21658669503371236
18000.0,-0.8245906033810966
19800.0,-1.3639434584262897
21600.0,-1.7896926461709681
23400.0,-2.1398466456684075
25200.0,-2.3334982453892454
27000.0,-2.388917017143288
28800.0,-2.304217263696812
30600.0,-2.030325835472336
32400.0,-1.68043340946719
34200.0,-1.189304638373039
36000.0,-0.6009288921137305
37800.0,-0.045007514192233894
39600.0,0.6024319895898539
41400.0,1.1619572319241673
43200.0,1.6526584871807826
45000.0,2.0287975110368515
46800.0,2.2931949025925578
48600.0,2.3748608671810563
50400.0,2.3480327859197954
52200.0,2.146834317247673
54000.0,1.8255118130599293
55800.0,1.394774183726111
57600.0,0.8569653188069989
59400.0,0.2604107999506586
61200.0,-0.29311593039121464
63000.0,-0.9270348602385728
64800.0,-1.4440037940837986
66600.0,-1.8280075823583586
68400.0,-2.1809320239803283
70200.0,-2.3340223633859103
72000.0,-2.3860766545690053
73800.0,-2.238442569683911
75600.0,-1.9615038810313759
77400.0,-1.580536493370674
79200.0,-1.081417856618239
81000.0,-0.561779167016692
82800.0,0.0910344827302885
84600.0,0.6696920900946095
86400.0,1.2137240652457022
88200.0,1.6761478357835589
90000.0,2.057371405555517
91800.0,2.2850061476776564
93600.0,2.3596058303884515
95400.0,2.2793366906611543
97200.0,2.1160823859391007
99000.0,1.7544801793537992
100800.0,1.294182162281872
102600.0,0.7425239465686332
104400.0,0.15811956916655426
106200.0,-0.40409039894923715
108000.0,-1.0024339493065364
109800.0,-1.484176685141244
111600.0,-1.8577978529705357
113400.0,-2.154560301671315
115200.0,-2.3188564595400702
117000.0,-2.3149895364913164
118800.0,-2.126884255648979
120600.0,-1.8858566295501198
122400.0,-1.4617954675587557
124200.0,-0.988273927172249
126000.0,-0.40803064659810556
127800.0,0.15488579133436783
129600.0,0.7508527961741531
131400.0,1.2342261194956319
133200.0,1.7371107378298205
135000.0,2.0170005651019274
136800.0,2.2953307074384393
138600.0,2.323549342908582
140400.0,2.2530582928314313
142200.0,2.015177204731853
144000.0,1.6645298749318094
145800.0,1.1884289335873757
147600.0,0.6811388869940973
149400.0,0.10395317269078246
151200.0,-0.4479281788542756
153000.0,-1.05256525247279
154800.0,-1.5040241098443081
156600.0,-1.9201320061692357
158400.0,-2.184824288864739
160200.0,-2.240759666123913
162000.0,-2.240622216952435
163800.0,-2.064802188516848
165600.0,-1.7830671217197627
167400.0,-1.3480128449843165
169200.0,-0.863108192254202
171000.0,-0.34684581833838135
172800.0,0.2723900079147815
174600.0,0.8240045872468779
176400.0,1.28748382926102
178200.0,1.7079081102949016
180000.0,2.040135253181002
181800.0,2.217215847596445
183600.0,2.2287119867032166
185400.0,2.116339628707204
187200.0,1.9147541585482948
189000.0,1.5562307422838215
190800.0,1.0414782033373655
192600.0,0.5309543137910834
194400.0,-0.02271025770419833
196200.0,-0.5861900772471774
198000.0,-1.0733877572393926
199800.0,-1.542595083152764
201600.0,-1.89162684876027
203400.0,-2.117860244849113
205200.0,-2.1809514997928896
207000.0,-2.1737206580977086
208800.0,-1.9521631099192476
210600.0,-1.695025452998248
212400.0,-1.306996658202119
214200.0,-0.7479567748913656
216000.0,-0.20401463670559453
217800.0,0.3218895426943954
219600.0,0.8313642191744719
221400.0,1.3406488598107753
223200.0,1.7078821933742094
