time_s,H_m
0.0,1.95446117730071
1800.0,2.2476542060610263
3600.0,2.373923598070385
5400.0,2.3837929162518576
7200.0,2.1951905350077987
9000.0,1.9091859555061423
10800.0,1.476670369904998
12600.0,0.9629369734946025
14400.0,0.3684878706273228
16200.0,-0.233971729926038
18000.0,-0.8155401430793389
19800.0,-1.3515069144797514
21600.0,-1.8072919431769805
23400.0,-2.1096003364521927
25200.0,-2.3634751134125684
27000.0,-2.395667862566225
28800.0,-2.324177526895018
30600.0,-2.0377175333887507
32400.0,-1.689874497870925
34200.0,-1.1896010993599446
36000.0,-0.6328314968435721
37800.0,-0.021621159255158146
39600.0,0.561261997195329
41400.0,1.1232044730687096
43200.0,1.654050176321383
45000.0,2.017513448937143
46800.0,2.258819466411177
48600.0,2.3786189946647665
50400.0,2.3783834401184967
52200.0,2.1533969871818077
54000.0,1.819760242763914
55800.0,1.3788776805876273
57600.0,0.8523750021910096
59400.0,0.2677544248476826
61200.0,-0.3469540874956118
63000.0,-0.9238730725949332
64800.0,-1.440125513235816
66600.0,-1.842798425388894
68400.0,-2.1749338102135147
70200.0,-2.3459337117149497
72000.0,-2.3417049600583453
73800.0,-2.215898974483445
75600.0,-1.979643346674125
77400.0,-1.593526092539127
79200.0,-1.1049671921394668
81000.0,-0.5119577961980801
82800.0,0.06475571816882313
84600.0,0.6506974487300302
86400.0,1.189131037592777
88200.0,1.6596303108566703
90000.0,2.043897159571385
91800.0,2.243582233196547
93600.0,2.377486102817708
95400.0,2.2845231185800285
97200.0,2.083904655812042
99000.0,1.719396846732293
100800.0,1.2945387660907244
102600.0,0.7551579209494952
104400.0,0.17998747147667557
106200.0,-0.3809626230641993
108000.0,-0.9712334787553143
109800.0,-1.4922052977160472
111600.0,-1.8973830941248526
113400.0,-2.1576805414027653
115200.0,-2.291585060856659
117000.0,-2.312254359196687
118800.0,-2.157031272168405
120600.0,-1.8737062745674673
122400.0,-1.453157184550771
124200.0,-1.022640725716535
126000.0,-0.41072687867928753
127800.0,0.18115994484394146
