time_s,Q_m3s
378000.0,3354.4616490970925
381600.0,3466.8039729327606
385200.0,3259.5187351318027
388800.0,3225.8444840193283
392400.0,3152.628865740025
396000.0,2941.4239422771034
399600.0,3085.478501441197
403200.0,3068.032535408298
406800.0,3271.637967364473
410400.0,3023.506097634782
414000.0,3074.069272711378
417600.0,3059.3097441987475
421200.0,2979.6706511314637
424800.0,3228.0886408647025
428400.0,3230.9617965510706
432000.0,3278.1680963570866
435600.0,3155.125456083483
439200.0,3420.3606751745833
442800.0,3175.960875100307
446400.0,3399.653499625952
450000.0,3577.4203065989764
453600.0,3262.372227278468
457200.0,3299.8016819280265
460800.0,3350.8232707917778
464400.0,3265.3148588876415
468000.0,3129.542688207608
471600.0,3250.288343005999
475200.0,3100.1268116311803
478800.0,3205.645183992308
482400.0,3036.0062602920266
486000.0,3232.5940068725713
489600.0,2991.5336710738557
493200.0,3018.079361419466
496800.0,3116.311743510198
500400.0,2934.9914092144227
504000.0,3084.423846655101
507600.0,3210.0947719679766
511200.0,2971.5601169386364
514800.0,3178.245512649753
518400.0,3228.575400734048
522000.0,3321.1679875821997
525600.0,3161.8357339975846
529200.0,3185.4697037122924
532800.0,3394.6533327544344
536400.0,3388.2416188722787
540000.0,3389.0566000209883
543600.0,3393.2250511476695
547200.0,3274.132708572091
550800.0,3339.9735208840707
554400.0,3312.5593228356092
558000.0,3175.5128973559054
561600.0,3382.9143742256965
565200.0,3207.090774514545
568800.0,3011.8772285114346
572400.0,3151.2033852476457
576000.0,2975.260274766838
579600.0,3120.8683814914925
583200.0,3149.2014086402914
586800.0,2973.811889943676
590400.0,3153.4576372837823
594000.0,3128.6032129932605
597600.0,3200.539991340683
601200.0,3342.0787842221876
604800.0,3181.7775298948764
608400.0,3173.436789688608
612000.0,3197.833489692527
615600.0,3237.4785268953265
619200.0,3336.435894693733
622800.0,3394.5720288605094
626400.0,3393.580344902987
630000.0,3443.5666357125183
633600.0,3345.4755505691037
637200.0,3463.416819660591
640800.0,3259.4227419919403
644400.0,3511.814791231881
648000.0,3265.5392952056204
651600.0,3082.5350934032726
655200.0,3024.8361123397726
658800.0,3136.802081266596
662400.0,3046.019593210407
666000.0,3115.9098426391934
669600.0,3088.3373921723387
673200.0,3043.9015759891863
676800.0,2988.674813458552
680400.0,2951.5278799044763
684000.0,3083.376002687814
687600.0,3245.1804005959275
691200.0,3228.1053003613756
694800.0,3127.5896439589706
698400.0,3304.772670870581
702000.0,3359.2945883000107
705600.0,3257.6610723772683
709200.0,3377.9212825274208
712800.0,3373.760506803537
716400.0,3247.1204536247174
720000.0,3382.312019969192
723600.0,3376.7758879269213
727200.0,3394.5138637463747
730800.0,3351.726734567683
734400.0,3074.937698947896
738000.0,3076.921437782086
741600.0,3175.6368495801253
745200.0,3141.7928880175155
748800.0,3116.029594907106
752400.0,3405.418249954756
756000.0,3099.316207489757
759600.0,3156.5861613980387
763200.0,3156.439028212843
766800.0,3154.5658318683472
770400.0,3097.738099560069
774000.0,3238.0827502723396
777600.0,3135.5644443520086
781200.0,3228.4268410016866
784800.0,3242.3280649250223
788400.0,3331.640608085955
792000.0,3581.5363569642645
795600.0,3176.51628146218
799200.0,3439.877499724993
802800.0,3202.2131705762663
806400.0,3301.5689755243893
810000.0,3432.0504835674574
813600.0,3296.581791239988
817200.0,3146.3980036816383
820800.0,3141.1037432498024
824400.0,3233.0450067492156
828000.0,3061.161859854203
831600.0,3116.6049311097245
835200.0,3075.1892132570206
838800.0,2995.2384122352414
842400.0,3245.625799200956
846000.0,3113.0545940806114
849600.0,2884.414871341126
853200.0,3113.817686674646
856800.0,3067.600997535362
860400.0,3249.4736181648773
864000.0,3136.436090607456
867600.0,3243.197995643918
871200.0,3343.033396818268
874800.0,3412.8091905297556
878400.0,3231.242542186915
882000.0,3334.1924802045314
885600.0,3325.3977742546867
889200.0,3301.978191345932
892800.0,3529.4732909076033
896400.0,3366.8274978602567
900000.0,3168.575374060893
903600.0,3344.0126397681142
907200.0,3417.366319566288
910800.0,3269.472005568202
914400.0,2989.71948025938
918000.0,3054.2098908787284
921600.0,3190.526922719588
925200.0,2992.7412383719716
928800.0,3092.8203350055223
932400.0,3128.712444574126
936000.0,2988.2303534346884
939600.0,3093.698022754772
943200.0,2827.9040515134666
946800.0,3073.7884114880435
950400.0,3191.6426258721567
954000.0,3135.6842887654975
957600.0,3457.8436872991406
961200.0,3186.854784682048
964800.0,3310.9738061208477
968400.0,3384.554955774311
972000.0,3522.8182296492664
975600.0,3226.1088250814505
979200.0,3472.349596463525
982800.0,3330.735816367493
986400.0,3199.3470727068534
990000.0,3302.789565072427
993600.0,3235.2158225464736
997200.0,3117.2325284902836
1000800.0,3142.1763824458153
1004400.0,3066.4465035850826
1008000.0,3087.231087240665
1011600.0,3121.486385670102
1015200.0,3200.578387539589
1018800.0,2947.0320492844826
1022400.0,3273.6376558911475
1026000.0,2920.628050334063
1029600.0,3121.3320516663975
1033200.0,3230.4187297404137
1036800.0,3246.688858789126
1040400.0,3200.2902046437057
1044000.0,3279.433231306877
1047600.0,3284.0763479847083
1051200.0,3299.5698332570205
1054800.0,3461.0643768138516
1058400.0,3416.733296930854
1062000.0,3304.883165289397
1065600.0,3449.6109857922665
1069200.0,3364.1074440588586
1072800.0,3380.5118345676965
1076400.0,3322.813485969788
1080000.0,3139.479149512451
1083600.0,3124.479094838183
1087200.0,3209.43411303898
1090800.0,3162.5897916770646
1094400.0,3078.206898941326
1098000.0,3074.8415106527923
1101600.0,3175.806284564768
1105200.0,3009.6783322658075
1108800.0,3130.692360751169
1112400.0,3086.881989737738
1116000.0,3118.5606947261085
1119600.0,3282.6384078936976
1123200.0,3303.2573357453834
1126800.0,3344.838314613408
1130400.0,3433.422890267106
1134000.0,3339.5056642482105
1137600.0,3431.818485432659
1141200.0,3347.664229603614
1144800.0,3417.5241471867407
1148400.0,3365.924001858372
1152000.0,3372.801893614696
1155600.0,3396.9910760974135
1159200.0,3222.920335711452
1162800.0,3470.110186240361
1166400.0,3126.151997832617
1170000.0,3065.826320354226
1173600.0,3252.044182745655
1177200.0,3183.320871993559
1180800.0,3141.5989991861516
1184400.0,3125.5852939970073
1188000.0,3061.140071214427
1191600.0,2985.180204663932
1195200.0,3090.8712057665625
1198800.0,3046.302852020687
1202400.0,3234.790765665462
1206000.0,3167.685789048441
1209600.0,3147.740738230916
1213200.0,3237.920400791823
1216800.0,3349.3495011060827
1220400.0,3285.2738500061528
1224000.0,3284.372942993202
1227600.0,3408.294381149529
1231200.0,3413.9636729461017
1234800.0,3332.1003267530114
1238400.0,3319.8504413026953
1242000.0,3365.0531705509648
1245600.0,3164.6418789039544
1249200.0,3131.39430456252
1252800.0,3158.106700789635
1256400.0,3165.5039679088122
1260000.0,3176.334578487816
1263600.0,3251.3665349317203
1267200.0,3167.3627416787276
1270800.0,3057.050210981811
1274400.0,3064.5408419226637
1278000.0,2979.402369867552
1281600.0,3086.196425266856
1285200.0,3086.5956416979498
1288800.0,3177.44964811034
1292400.0,3106.840269070762
1296000.0,3282.6178530100146
1299600.0,3424.636084825346
1303200.0,3302.2545637758644
1306800.0,3386.8658497107504
1310400.0,3442.0383698960845
1314000.0,3347.579638144191
1317600.0,3416.6871236408097
1321200.0,3389.6440982161052
1324800.0,3382.100427583088
1328400.0,3268.928430480978
1332000.0,3315.5005588095787
1335600.0,3323.001176061671
1339200.0,3372.9721111796807
1342800.0,3282.244077156451
1346400.0,3355.0210509370677
1350000.0,3046.2031777225025
1353600.0,3173.2213562847783
1357200.0,3093.071557472357
1360800.0,3272.368324667525
1364400.0,3001.5584718636137
1368000.0,3014.3970355548495
1371600.0,3061.9135820332613
1375200.0,2950.650911555383
1378800.0,3140.107969015029
1382400.0,3163.4645500962833
1386000.0,3293.8751071950105
1389600.0,3352.1375131259433
1393200.0,3540.2875782055544
1396800.0,3473.6603473415976
1400400.0,3334.8001566087896
1404000.0,3307.4349920857817
1407600.0,3443.6127032295108
1411200.0,3243.5953838988303
1414800.0,3535.7918148701233
1418400.0,3435.523556163351
1422000.0,3232.9265651280466
1425600.0,3070.816042183882
1429200.0,3325.07659691416
1432800.0,3145.4129830840175
1436400.0,3238.697541133729
1440000.0,2948.8749116741196
1443600.0,3025.4465956085974
1447200.0,3075.812581696825
1450800.0,3085.186220789627
1454400.0,3055.198077905688
1458000.0,3181.08620561238
1461600.0,3055.167922127081
1465200.0,3181.647573486208
1468800.0,3254.1646131780494
1472400.0,3335.1125985185167
1476000.0,3394.4766497207197
1479600.0,3243.8352424048944
1483200.0,3227.174686363292
1486800.0,3529.349005453676
1490400.0,3438.527888994771
1494000.0,3322.737363609727
1497600.0,3540.285922113665
1501200.0,3368.7513117291783
1504800.0,3441.107258680989
1508400.0,3291.0763266102363
1512000.0,3442.919955463701
1515600.0,3369.0416094132697
1519200.0,3137.7891461068384
1522800.0,3218.9917167470976
1526400.0,3162.1200750643834
1530000.0,3212.5663797866923
1533600.0,2991.171074375053
1537200.0,3149.375898217559
1540800.0,3200.5591181953255
1544400.0,2962.7937513124093
1548000.0,3049.178760373509
1551600.0,3004.7054042041427
1555200.0,3221.829117640864
1558800.0,3360.9379059052194
1562400.0,3479.335936135322
1566000.0,3370.3930090197073
1569600.0,3554.2947896976375
1573200.0,3263.9756912549574
1576800.0,3236.204012924908
1580400.0,3399.2769117722382
1584000.0,3427.7715818725205
1587600.0,3359.6192769289246
1591200.0,3122.7898095223995
1594800.0,3281.317577832563
1598400.0,3120.9701033248202
1602000.0,3270.4575745271495
1605600.0,3201.707918992713
1609200.0,3044.897600703477
1612800.0,3059.5305118226247
1616400.0,2992.9829578461367
1620000.0,3079.874510823371
1623600.0,3179.7868968082084
1627200.0,3015.5423681960615
1630800.0,3180.622793625596
1634400.0,3116.5009055393366
1638000.0,3129.787875022955
1641600.0,3243.591462338297
1645200.0,3193.7808412922873
1648800.0,3279.9917860233613
1652400.0,3248.0149121103095
1656000.0,3595.047906225189
1659600.0,3414.8066815404463
1663200.0,3345.0184452660455
1666800.0,3433.095787854997
1670400.0,3383.503531840118
1674000.0,3346.7535999580577
1677600.0,3396.845472044176
1681200.0,3371.05604634956
1684800.0,3202.251737226806
1688400.0,3156.444891121147
1692000.0,3146.5092928512213
1695600.0,2922.2208322506285
1699200.0,2971.625965799259
1702800.0,3223.8732782034963
1706400.0,3243.8924305492937
1710000.0,3073.7447798772487
1713600.0,3166.982837762022
1717200.0,3168.3025647205677
1720800.0,3465.738825487835
1724400.0,3319.8093904789375
1728000.0,3247.8269488601236
1731600.0,3207.8594319159174
1735200.0,3180.79211631421
1738800.0,3396.2133750981593
1742400.0,3324.3332297582688
1746000.0,3271.9714527452415
1749600.0,3356.952052549365
1753200.0,3306.9053802998424
1756800.0,3573.680537929819
1760400.0,3464.891096921352
1764000.0,3341.0477529297937
1767600.0,3449.1572932459817
1771200.0,3267.905995019145
1774800.0,3134.9945352628247
1778400.0,3324.082704913445
1782000.0,3195.915477832419
1785600.0,3022.1016294812543
1789200.0,3085.158405042419
1792800.0,3015.9595177753167
1796400.0,2974.156629908681
1800000.0,3205.82871492845
1803600.0,3325.225579805468
1807200.0,3045.4558619136164
1810800.0,3272.4982304213027
1814400.0,3203.2059993881826
1818000.0,3260.8921261821974
1821600.0,3289.137778002356
1825200.0,3294.807052944498
1828800.0,3413.4006466145256
1832400.0,3339.38367929373
1836000.0,3458.156372963261
1839600.0,3419.5961645406533
1843200.0,3384.005959739846
1846800.0,3290.385519838635
1850400.0,3290.707215653185
1854000.0,3384.2461716502467
1857600.0,3316.0695071108285
1861200.0,3130.1276315736104
1864800.0,3194.7927122701776
1868400.0,3222.509199851785
1872000.0,2968.978494473968
1875600.0,3159.8745519736526
1879200.0,3041.930145365071
1882800.0,3162.4152417182227
1886400.0,3053.943580053033
1890000.0,2980.8290281684494
1893600.0,3029.774256830558
1897200.0,3229.349003860089
1900800.0,3299.4566620834935
1904400.0,3226.3451563995395
1908000.0,3420.085385047344
1911600.0,3220.737071851655
1915200.0,3408.9419099553247
1918800.0,3307.377985463205
1922400.0,3370.4210623457084
1926000.0,3436.9468961952402
1929600.0,3327.545440512225
1933200.0,3350.592818584201
1936800.0,3457.1032038870003
1940400.0,3258.9204664608787
1944000.0,3356.0274836645103
1947600.0,3122.0570233636145
1951200.0,3242.8340645434314
1954800.0,3294.7782901411947
1958400.0,2899.931917894451
1962000.0,3041.337978026088
1965600.0,3164.0949269996436
1969200.0,3096.8479928843058
1972800.0,3167.0559429128602
1976400.0,3100.970517950565
1980000.0,3200.3905454588516
1983600.0,3216.486637239735
1987200.0,3396.2065940304105
1990800.0,3349.08415675213
1994400.0,3397.347879459049
1998000.0,3355.285126277641
2001600.0,3373.258175561833
2005200.0,3395.0888520891067
2008800.0,3486.085954886028
2012400.0,3396.2831632698335
2016000.0,3453.095259946733
2019600.0,3608.783209593264
2023200.0,3451.1794681055394
2026800.0,3291.207198038659
2030400.0,3399.4975457516794
2034000.0,3199.1402884046547
2037600.0,3003.6092582341976
2041200.0,3069.5179855917563
2044800.0,2962.9884782502495
2048400.0,3089.8496115043695
2052000.0,3118.9127047679285
2055600.0,3279.834973403171
2059200.0,3169.958947150254
2062800.0,3144.4379404765227
2066400.0,3278.8251886125227
2070000.0,3023.9482917139903
2073600.0,3312.13758017778
2077200.0,3408.4946427051145
2080800.0,3221.5781057204003
2084400.0,3522.0104099174578
2088000.0,3466.1479096086186
2091600.0,3404.777433527657
2095200.0,3518.8910095410606
2098800.0,3682.5936465459545
2102400.0,3450.024542401485
2106000.0,3430.5270974436617
2109600.0,3324.6558056065733
2113200.0,3246.5151767558914
2116800.0,3370.8167689377474
2120400.0,3162.9550056158973
2124000.0,3213.552685589287
2127600.0,3127.1478068105057
2131200.0,3191.6901134627246
2134800.0,3161.3804277328472
2138400.0,3221.6978722022395
2142000.0,3082.1577743435614
2145600.0,3121.0024818302736
2149200.0,3079.453357439074
2152800.0,3163.926981149749
2156400.0,3283.0741402301446
2160000.0,3371.727329212178
2163600.0,3247.1335808924464
2167200.0,3467.4374685916755
2170800.0,3552.239101002113
2174400.0,3482.2766308922237
2178000.0,3650.6736460261727
2181600.0,3381.340903509662
2185200.0,3327.03390337021
2188800.0,3256.0715435180837
2192400.0,3566.617079769352
2196000.0,3445.6167662902844
2199600.0,3333.952517469513
2203200.0,3324.5473307269444
2206800.0,3144.315633338887
2210400.0,3450.28676884832
2214000.0,3192.6241907644526
2217600.0,3164.450007232247
2221200.0,3205.946511232066
2224800.0,3177.209823879576
2228400.0,3158.704840978922
2232000.0,3079.3017129921445
2235600.0,3225.2776037051535
2239200.0,3395.9248012544667
2242800.0,3385.5400388627713
2246400.0,3463.121927687764
2250000.0,3296.576774977732
2253600.0,3287.202173428876
2257200.0,3409.0916955115545
2260800.0,3454.0321282904174
2264400.0,3578.5106730662274
2268000.0,3294.201531139611
2271600.0,3623.7633051581674
2275200.0,3431.921891152968
2278800.0,3378.1813249277134
2282400.0,3284.91546779837
2286000.0,3181.712146684339
2289600.0,3386.7713652749085
2293200.0,3269.554227121493
2296800.0,3097.813729883198
2300400.0,3064.4227634835643
2304000.0,3130.180214838338
2307600.0,3303.02219654327
2311200.0,3115.4401056482857
2314800.0,3003.6786316435246
2318400.0,3138.721653723803
2322000.0,3162.2098807046796
2325600.0,2961.7982747919723
2329200.0,3257.064586177667
2332800.0,3290.8102672487817
2336400.0,3426.759151739057
2340000.0,3585.0179911007913
2343600.0,3546.8824599785935
2347200.0,3429.3700114193034
2350800.0,3358.495032726467
2354400.0,3748.0733917974812
2358000.0,3479.9822943404715
2361600.0,3458.703258000142
2365200.0,3428.4444266255873
2368800.0,3416.796890933791
2372400.0,3342.114460086369
2376000.0,3256.738685131519
2379600.0,3217.2234775450283
2383200.0,3227.7492680540977
2386800.0,3144.4952830844895
2390400.0,3102.4802263502106
2394000.0,3163.7950107013758
2397600.0,3123.9991049741407
2401200.0,3296.020888494417
2404800.0,2918.1484791112966
2408400.0,3301.282386260269
2412000.0,3351.7041632589144
2415600.0,3067.430235050603
2419200.0,3288.5484041910577
2422800.0,3328.2020994799072
2426400.0,3261.9655552594845
2430000.0,3359.9084315932337
2433600.0,3351.0882211042117
2437200.0,3666.2867247318763
2440800.0,3586.776383611296
2444400.0,3616.054147531954
2448000.0,3541.637536755129
2451600.0,3323.6590385398486
2455200.0,3352.1836758064733
2458800.0,3415.1196730078714
2462400.0,3200.884714978723
2466000.0,3349.8617425160155
2469600.0,3216.2831947231675
2473200.0,3169.1908277799084
2476800.0,3246.6310899745745
2480400.0,3204.379386955684
2484000.0,3122.39005485761
2487600.0,3272.2156025091867
2491200.0,3075.7349431642265
2494800.0,3264.4589664412533
2498400.0,3297.2832704305456
2502000.0,3249.2522565340305
2505600.0,3364.566841412615
2509200.0,3248.4072654951833
2512800.0,3509.9400250836875
2516400.0,3430.633634266418
2520000.0,3421.7319042171293
2523600.0,3602.8107222297576
2527200.0,3424.639482820599
2530800.0,3345.3006025597433
2534400.0,3313.9085618295767
2538000.0,3512.487571606598
2541600.0,3284.0758728849905
2545200.0,3552.763157190667
2548800.0,3123.859311505183
2552400.0,3456.2297018756867
2556000.0,3269.233504691723
2559600.0,3204.8385341699154
2563200.0,3135.577539582094
2566800.0,3209.015624377199
2570400.0,3161.794731746618
2574000.0,3276.0038700522227
2577600.0,3198.6121738127126
2581200.0,3228.656924225627
2584800.0,3213.2300777090613
2588400.0,3283.22951843936
2592000.0,3372.398349622878
2595600.0,3211.128534974072
2599200.0,3286.5516039516892
2602800.0,3536.8274944014656
2606400.0,3504.105713233736
2610000.0,3483.592070807226
2613600.0,3510.559818259743
2617200.0,3539.4530685222066
2620800.0,3429.783519932859
2624400.0,3378.9030875812523
2628000.0,3445.2045047541937
2631600.0,3285.43766202183
2635200.0,3382.468186480299
2638800.0,3129.8307036376386
2642400.0,3358.593600451099
2646000.0,3269.102142594146
2649600.0,3221.4039956614065
2653200.0,3273.9116519839663
2656800.0,3333.0749740890724
2660400.0,3276.933986730231
2664000.0,3020.2994138375543
2667600.0,3099.663316101523
2671200.0,3196.9339715858855
2674800.0,3300.881312821171
2678400.0,3403.478437712594
2682000.0,3320.889489783197
2685600.0,3454.4647949604855
2689200.0,3391.288865468871
2692800.0,3432.406588476088
2696400.0,3365.0328011162696
2700000.0,3421.5372311975007
2703600.0,3370.8272570782096
2707200.0,3394.186947334313
2710800.0,3579.604132242046
2714400.0,3337.3755189992935
2718000.0,3662.894682368414
2721600.0,3401.0311098823645
2725200.0,3326.404234793828
2728800.0,3183.501415779966
2732400.0,3300.8622842306763
2736000.0,3150.940032186487
2739600.0,3201.244529271517
2743200.0,3428.388417088136
2746800.0,3180.3780722443385
2750400.0,3316.8580407128743
2754000.0,3164.7406536395974
2757600.0,3264.2157890711615
2761200.0,3483.798243900309
2764800.0,3298.402332296786
2768400.0,3590.2829113552816
2772000.0,3518.832509579335
2775600.0,3421.753228971862
2779200.0,3573.733502363776
2782800.0,3626.803655895217
2786400.0,3595.557178096502
2790000.0,3357.9821391199002
2793600.0,3430.6878611713328
2797200.0,3454.6383775622303
2800800.0,3437.9778814855968
2804400.0,3468.538154805957
2808000.0,3379.552252139597
2811600.0,3185.203256068486
2815200.0,3314.974498473753
2818800.0,3302.179531986431
2822400.0,3270.0781207279992
2826000.0,3303.0084770219723
2829600.0,3273.4448861716137
2833200.0,3243.3482980435315
2836800.0,3209.2986579929416
2840400.0,3081.195769583763
2844000.0,3319.8338903644794
2847600.0,3338.8026182231274
2851200.0,3399.6128509838327
2854800.0,3284.944820736693
2858400.0,3344.3439892024394
2862000.0,3601.6700486286218
2865600.0,3513.981861541202
2869200.0,3607.2737642785164
2872800.0,3543.753790258552
2876400.0,3538.156242125733
2880000.0,3617.1875821367207
2883600.0,3437.3109483945996
2887200.0,3466.4093525496246
2890800.0,3368.406606400265
2894400.0,3328.183357245335
2898000.0,3297.62773416653
2901600.0,3309.7455126986893
2905200.0,3206.195826967414
2908800.0,3347.6575443018196
2912400.0,3123.1457274886393
2916000.0,3185.572386672614
2919600.0,3166.940443608234
2923200.0,3366.1646797433514
2926800.0,3272.0969776338143
2930400.0,3389.611382902259
2934000.0,3180.159481353939
2937600.0,3410.0534305867754
2941200.0,3518.1852212146305
2944800.0,3476.084317711841
2948400.0,3614.5134173498373
2952000.0,3474.664853870809
2955600.0,3696.2754136522703
2959200.0,3797.0758101176307
2962800.0,3507.732463117416
2966400.0,3482.265771176429
2970000.0,3655.2730956747596
2973600.0,3631.8408260983683
2977200.0,3372.978502151112
2980800.0,3340.306751490907
2984400.0,3310.94446584648
2988000.0,3165.341976069667
2991600.0,3173.409155373131
2995200.0,3138.9688338596593
2998800.0,3145.4076416783187
3002400.0,3210.459235686015
3006000.0,3242.1890108068865
3009600.0,3387.0090309340303
3013200.0,3165.606291214406
3016800.0,3395.777114556908
3020400.0,3317.735917998913
3024000.0,3389.0278633266207
3027600.0,3507.5873932493364
3031200.0,3361.7402957114705
3034800.0,3554.3770039332994
3038400.0,3558.714027491149
3042000.0,3610.5491019247265
3045600.0,3594.6834665005586
3049200.0,3820.062712043961
3052800.0,3473.2839272723727
3056400.0,3458.083952753124
3060000.0,3413.880356852809
3063600.0,3380.695088748407
3067200.0,3329.1643658889825
3070800.0,3469.643153039745
3074400.0,3450.2352677439785
3078000.0,3218.006225684972
3081600.0,3166.014876185726
3085200.0,3275.8258317088494
3088800.0,3170.944140379385
3092400.0,3291.4774534073276
3096000.0,3266.8643784265696
3099600.0,3125.186666949886
3103200.0,3462.843462946196
3106800.0,3530.635281745134
3110400.0,3342.8707819582196
3114000.0,3409.424165443051
3117600.0,3520.5481544716426
3121200.0,3561.2552619549924
3124800.0,3623.1303231007596
3128400.0,3785.2375064833113
3132000.0,3556.7681203435295
3135600.0,3484.4513677084883
3139200.0,3405.9182841171873
3142800.0,3448.562553576905
3146400.0,3487.1437897163846
3150000.0,3635.2582931587895
3153600.0,3352.594511329111
3157200.0,3383.97305794319
3160800.0,3318.7031105371143
3164400.0,3402.1929407893904
3168000.0,3504.99793527653
3171600.0,3189.387604358367
3175200.0,3187.699035244213
3178800.0,3342.527928095975
3182400.0,3324.6628335940454
3186000.0,3467.0712548733836
3189600.0,3378.504183779008
3193200.0,3325.173998946511
3196800.0,3477.73339007779
3200400.0,3576.533848041953
3204000.0,3588.8266037624076
3207600.0,3591.839800754548
3211200.0,3679.2361358572825
3214800.0,3707.8795589596866
3218400.0,3736.8185467166304
3222000.0,3651.933993461743
3225600.0,3547.276429912656
3229200.0,3553.56994990268
3232800.0,3629.389661681941
3236400.0,3376.5714015823455
3240000.0,3454.9768513513
3243600.0,3333.1590562838346
3247200.0,3334.625701739829
3250800.0,3422.7938798186897
3254400.0,3287.9561204036295
3258000.0,3256.675463598206
3261600.0,3113.8870599925895
3265200.0,3324.9526542199733
3268800.0,3332.52058299679
3272400.0,3510.292915170351
3276000.0,3300.98935472318
3279600.0,3395.136107389159
3283200.0,3454.8350500231772
3286800.0,3637.937647049011
3290400.0,3504.8604429083366
3294000.0,3580.1387177063098
3297600.0,3642.9129859099853
3301200.0,3614.9209173698114
3304800.0,3552.4152041138586
3308400.0,3615.7276834478084
3312000.0,3692.9003600316423
3315600.0,3441.0826189945183
3319200.0,3528.9303864370104
3322800.0,3400.599181007288
3326400.0,3552.1204926207984
3330000.0,3230.1321401342593
3333600.0,3287.3882971187113
3337200.0,3345.3736242841824
3340800.0,3434.7718282153883
3344400.0,3257.125546014161
3348000.0,3203.4600779160724
3351600.0,3447.7411849129667
3355200.0,3138.1771553157364
3358800.0,3089.7342670287976
3362400.0,3387.585107511161
3366000.0,3333.8221214995087
3369600.0,3336.0286502076997
3373200.0,3560.0805132468217
3376800.0,3553.30159191469
3380400.0,3502.8421902710597
3384000.0,3452.5771528418054
3387600.0,3702.101004637752
3391200.0,3684.0237898972546
3394800.0,3596.9409090256454
3398400.0,3789.394195614499
3402000.0,3448.7530858234627
3405600.0,3366.062607375803
3409200.0,3413.6408255248048
3412800.0,3436.7582724814824
3416400.0,3421.7271258803726
3420000.0,3331.144626060967
3423600.0,3354.853105223671
3427200.0,3168.8262174537026
3430800.0,3417.1156754132294
3434400.0,3261.3339839422497
3438000.0,3385.037623299746
3441600.0,3326.297087594148
3445200.0,3365.280350644799
3448800.0,3412.7825285759322
3452400.0,3442.5539461636818
3456000.0,3520.6335196662517
3459600.0,3638.2428927154974
3463200.0,3561.2575980810525
3466800.0,3652.2176400767125
3470400.0,3593.896848553282
3474000.0,3777.284456192099
3477600.0,3553.1427478084865
3481200.0,3816.4790690142554
3484800.0,3599.256596272862
3488400.0,3422.6523761992344
3492000.0,3553.990948957588
3495600.0,3427.247895782004
3499200.0,3541.142273316393
3502800.0,3342.585022846146
3506400.0,3322.604952657253
3510000.0,3143.0416968119816
3513600.0,3259.630898221357
3517200.0,3048.1823910950493
3520800.0,3125.412894534564
