time_s,H_m
0.0,2.3532463861497277
1800.0,2.5516568317455754
3600.0,2.629135321199289
5400.0,2.508682732779684
7200.0,2.192081530619107
9000.0,1.7627227621240888
10800.0,1.252110467202905
12600.0,0.6296269283466517
14400.0,-0.04614027094641277
16200.0,-0.6866367997317255
18000.0,-1.3397298937606255
19800.0,-1.8534354881731152
21600.0,-2.2257690015031595
23400.0,-2.5258858839065303
25200.0,-2.632318036355385
27000.0,-2.528590093246939
28800.0,-2.378725635596884
30600.0,-1.96133082308978
32400.0,-1.444833596217451
34200.0,-0.8916332669336153
36000.0,-0.21893196472718715
37800.0,0.40793405784038134
39600.0,1.049965694092852
41400.0,1.6394710445042509
43200.0,2.1116359455554528
45000.0,2.448330190203291
46800.0,2.6329669685941006
48600.0,2.610224827851612
50400.0,2.479259627353405
52200.0,2.136230516413658
54000.0,1.7126794610719036
55800.0,1.142870068414715
57600.0,0.5197097941209502
59400.0,-0.14063604232543406
61200.0,-0.8310497858084004
63000.0,-1.4198795400092656
64800.0,-1.9043345200316435
66600.0,-2.327351452847587
68400.0,-2.517903589712719
70200.0,-2.5965280923171736
72000.0,-2.5204621996035326
73800.0,-2.3017941948606953
75600.0,-1.859383394614661
77400.0,-1.3342340083375401
79200.0,-0.7731236904307837
81000.0,-0.11825073821317014
82800.0,0.5305971052227814
84600.0,1.157918282017291
86400.0,1.6919295393933331
88200.0,2.1321793615275393
90000.0,2.453301835735446
91800.0,2.629118535979392
93600.0,2.5367708681074657
95400.0,2.382137086603843
97200.0,2.0286298747648304
99000.0,1.6220229415571847
100800.0,1.0158727817058644
102600.0,0.3716501778720934
104400.0,-0.23839609237136136
106200.0,-0.851005538330935
108000.0,-1.4500469187284533
109800.0,-1.9426910741223309
111600.0,-2.297496205237939
113400.0,-2.4890580160406297
115200.0,-2.5860646554312083
117000.0,-2.458593587938149
118800.0,-2.197144969073663
120600.0,-1.8044694323218502
122400.0,-1.2681145785598713
124200.0,-0.6404903514039471
126000.0,-0.011314028573464049
127800.0,0.6305457230832516
129600.0,1.220464744905877
131400.0,1.7493570413186712
133200.0,2.1326896554753714
135000.0,2.4149133014420485
136800.0,2.542865275074035
138600.0,2.5008085753104963
140400.0,2.299301499504588
142200.0,1.942358411302782
144000.0,1.4668010338317152
145800.0,0.973918363989751
147600.0,0.30853866632201327
149400.0,-0.3388904550794067
151200.0,-0.9659799185221656
153000.0,-1.5220908788083907
154800.0,-1.9700570552071137
156600.0,-2.2898881792465557
158400.0,-2.5149748213822685
160200.0,-2.5324589730329143
162000.0,-2.378435925271539
163800.0,-2.076066965526929
165600.0,-1.6678845847659027
167400.0,-1.1116302317185258
169200.0,-0.5775711318458463
171000.0,0.06378582693747024
172800.0,0.7294788967222628
174600.0,1.2760590063035826
176400.0,1.783168384210933
178200.0,2.185110751628618
180000.0,2.371597453423901
181800.0,2.4726299558584817
183600.0,2.400768695770098
185400.0,2.145922984136235
187200.0,1.8192481408082815
189000.0,1.3683743347931723
190800.0,0.8021959184624092
192600.0,0.195517394166934
194400.0,-0.4426980920823714
196200.0,-1.037363759728329
198000.0,-1.521259924090413
199800.0,-1.9793003363314323
201600.0,-2.2598718185317574
203400.0,-2.414066223629704
205200.0,-2.3856082737163105
207000.0,-2.239428893161248
208800.0,-1.9856174275852894
210600.0,-1.5605717501582361
212400.0,-1.0058339716496274
214200.0,-0.4360662547449969
216000.0,0.16475288620408604
217800.0,0.7900375572855356
219600.0,1.3187268577840645
221400.0,1.7761411746615567
223200.0,2.1366554643279962
225000.0,2.323709525882212
226800.0,2.423953914703414
228600.0,2.2859456377701393
230400.0,2.077943598968799
232200.0,1.7260471283923875
234000.0,1.1956034012961798
235800.0,0.6657409222773615
237600.0,0.1038174877442041
239400.0,-0.4908738484764806
241200.0,-1.0779644458332194
243000.0,-1.579740717972656
244800.0,-1.935471351650951
246600.0,-2.19504016072806
248400.0,-2.3643022912888627
250200.0,-2.3382288003557
252000.0,-2.1358037190683357
253800.0,-1.81840837548727
255600.0,-1.4122806181952607
257400.0,-0.879994722176231
259200.0,-0.3399124751461066
261000.0,0.21874793576092177
262800.0,0.8208404501061496
264600.0,1.3443241229586314
266400.0,1.7642709005201467
268200.0,2.0594910292461575
270000.0,2.2258579946869803
271800.0,2.287057062068877
273600.0,2.2043590819948338
275400.0,1.9620289286134414
277200.0,1.588906400623872
279000.0,1.0788625464152506
280800.0,0.5341132847267439
282600.0,-0.004475686524509675
284400.0,-0.570464774103413
286200.0,-1.1049476207646876
288000.0,-1.6105050385064816
289800.0,-1.943508122471008
291600.0,-2.1591085685154847
293400.0,-2.2431685302228432
295200.0,-2.1884915336798354
297000.0,-2.012015006041754
298800.0,-1.691972292151345
300600.0,-1.2737444235666444
302400.0,-0.759008296431924
304200.0,-0.21638970225073023
306000.0,0.3409743864979301
307800.0,0.8730572007008176
309600.0,1.3611200909338181
311400.0,1.7621932213182734
313200.0,2.0381312492365846
315000.0,2.1905381944516953
316800.0,2.2206937192908605
318600.0,2.070635472698288
320400.0,1.7930789199998423
322200.0,1.450629133030137
324000.0,0.9428134296097763
325800.0,0.4256981072269652
327600.0,-0.09532659603657971
329400.0,-0.6326435255767834
331200.0,-1.1660190100131311
333000.0,-1.5726413854870147
334800.0,-1.900028893185436
336600.0,-2.0994624363149965
338400.0,-2.139189657010799
340200.0,-2.0749130390912724
342000.0,-1.8879347620003593
343800.0,-1.5777865695259914
345600.0,-1.1747847379662992
347400.0,-0.6289017097618999
349200.0,-0.1149855827941196
351000.0,0.3956606721780088
