time_s,salinity,temperature,nh4,no3,po4,o2,toc,spm,dsi,at,dic,phy1,phy2,pco2,co2,ph,hs,alkc,hd1,hd2,hd3,hp1,hp2,hp3,bag,bap,pip,dss,no2,n2o,ch4
0.0,0.20388609982053232,29.09204076843013,13.711009430364552,60.71164446535435,2.690966656084898,157.58601312994716,524.7322234046812,153.32293897560828,142.30816150954078,2451.4298103618326,2572.731287158865,403.92357841334046,173.11010503428878,0.0,0.0,7.2,0.0,0.0,46.88795149182543,23.404548786361655,132.62577645604938,74.36095438874213,37.117948842255394,210.33504343944722,2.014388433794464,1.066368772651703,0.07666146948780414,0.056265541790190526,0.6297708915880451,15.428930056315554,0.31710242092045365
21600.0,0.021924468608104496,29.98657265283412,16.625810773051647,92.12034094795888,3.62854293929242,221.06514435394433,365.7553661635344,102.45121191381996,208.0509486522779,2271.6269109786076,2271.3760471627174,110.08330904596511,47.17856101969934,0.0,0.0,7.2,0.0,0.0,101.01490602303699,17.22782070461237,97.62431732613676,70.14018669794892,11.96222031176991,67.78591510002948,2.1417218833641134,0.7499184532060565,0.05122560595690998,0.12121788722764439,0.6608349948297743,22.41671552322523,0.3779876490214761
43200.0,0.02861978319396319,30.207458108588607,24.702390045467563,77.30046363524868,3.147992939943984,185.34463369396207,292.986169209635,100.58771320726235,241.8330309548255,2418.4264321454084,2527.480195340923,347.3914861360947,148.88206548689774,0.0,0.0,7.2,0.0,0.0,157.59264074492,2.62654401241533,14.88374940368687,106.09491154375156,1.7682485257291904,10.02007497913208,2.357587656835135,0.881546693834977,0.05029385660363118,0.18911116889390403,0.6255006916311501,17.589258490169804,0.21136030768619293
64800.0,0.19698932211236284,29.550159885890704,39.0790153280995,30.087641347381187,4.466296477798451,153.2492466619491,619.4668018745099,128.71893870068817,199.4104259332621,2258.776253757325,2209.646981629393,253.281164472127,108.54907048805443,0.0,0.0,7.2,0.0,0.0,68.62970304056503,34.78329924653389,197.1053623970254,72.83859857495366,36.91647579231478,209.19336282311707,1.5307275164866847,0.9621759218445933,0.06435946935034409,0.08235564364867803,0.8901827515034408,16.097707466118678,0.27389293346574595
86400.0,0.061404032717185184,30.377541422383768,22.70878498925402,68.55501440568328,3.0814922127416846,119.67065426732485,485.71898897796086,61.21341010674969,224.0447655117776,1651.5950748000994,1713.675739743844,331.41971214912365,142.03701949248156,0.0,0.0,7.2,0.0,0.0,163.92405809621593,30.42973023089549,172.43513797507444,53.15181867674112,9.866736599855082,55.9115073991788,1.8281383731386753,0.6666779417700168,0.030606705053374848,0.19670886971545912,0.5187855451994536,10.173735620781098,0.3944960377321374
108000.0,3.490426609842334e-06,30.261834766611674,6.477077518363916,77.84008355895946,1.6036215202189326,156.42198675098044,364.47062446949684,59.922757627598735,165.23127393268413,2212.621333098513,2282.712633646306,181.27786645777311,77.69051419618849,0.0,0.0,7.2,0.0,0.0,78.14821488310541,29.844310502479587,169.117759514051,24.636597632740955,9.408561290567988,53.31518064655193,1.7967306042993034,1.156678101856519,0.02996137881379937,0.09377785785972649,0.9033467598473697,24.74259284696209,0.3894117168569363
129600.0,0.11795856030837668,29.790946923399293,22.580911022437,57.721849228075484,3.8220723449526144,176.4063782632718,275.7999897919208,38.0899878933753,234.71860072700753,2259.005282521931,2169.2134288327334,320.8188749668425,137.4938035572182,0.0,0.0,7.2,0.0,0.0,198.57599265018297,3.30959987750305,18.75439930585062,49.64399816254574,0.8273999693757625,4.688599826462655,1.3072448806145403,1.03141072108029,0.01904499394668765,0.23829119118021957,0.966462431284836,22.06760743784476,0.3637442218593366
151200.0,0.21429799072049927,30.324752788118463,26.7881569186946,65.40540579341656,4.389422047669514,183.10704271499893,440.35512703934745,58.07112481393756,175.0924481910526,1663.0353369315908,1710.6323482655603,413.4664514717484,177.19990777360647,0.0,0.0,7.2,0.0,0.0,116.83680199663837,33.184598229550794,188.0460566341212,35.35082725322406,10.040526438871956,56.89631648694108,2.2006224966777537,0.9412066104671636,0.02903556240696878,0.14020416239596606,0.9194986638590054,8.194105718719252,0.3666649008330729
172800.0,0.2910771329178171,29.892531420636605,21.168438715830057,66.551785566326,3.4364893456997763,231.9633546356718,459.71295680497,54.60353335984021,177.95601464106488,1631.7150285790935,1691.3208865478814,171.05474743548046,73.30917747234876,0.0,0.0,7.2,0.0,0.0,145.65038075776127,32.04821534337073,181.60655361243414,40.70199201312099,8.955872261742428,50.74994281654043,1.664857601937047,0.7975810228404846,0.027301766679920108,0.17478045690931354,0.9357070170954271,19.435950901551266,0.40850662873611754
194400.0,0.07514036963774968,30.484120375131624,36.92360626611676,80.23274746073893,4.623809720177193,168.68728245397614,455.3598643974555,47.53523306436059,229.54355057533957,1832.456157148712,1751.2024226925114,262.0468397453817,112.30578846230644,0.0,0.0,7.2,0.0,0.0,99.61412799724066,39.70106452810856,224.9726989926152,24.903531999310164,9.92526613202714,56.2431747481538,1.487792612722116,1.0320036451705574,0.023767616532180295,0.11953695359668878,0.8357395743336035,18.74879661183988,0.13954646253174655
