time_s,salinity,temperature,no3,nh4,po4,dsi,o2,toc,spm,dic,at,phy1,phy2,pco2,co2,ph,hs,alkc,hd1,hd2,hd3,hp1,hp2,hp3,bag,bap,pip,dss,no2,n2o,ch4
0.0,31.21346340921079,29.840813568530145,4.205408233080995,1.1157572320225349,0.19203379674299004,9.06082132559771,224.7865212732566,61.38162679096962,12.86654518786624,2120.914512194112,2285.347747512838,89.22096370026973,89.22096370026973,0.0,0.0,8.1,0.0,0.0,3.069081339548481,9.207244018645442,30.69081339548481,1.2276325358193925,4.91053014327757,12.276325358193924,0.4556736535182097,0.4711424882845899,0.00643327259393312,0.8971921125464282,0.10989686234087069,8.690910957392193,0.006732346435393336
21600.0,29.53525049468763,29.713507122973123,1.4030113758383052,1.5612842284670643,0.1124699636447685,13.701966904922422,204.15957587339912,56.36559393733625,7.635084469528768,2144.03995377381,2319.3169360253846,105.13715354636366,105.13715354636366,0.0,0.0,8.1,0.0,0.0,2.8182796968668127,8.454839090600437,28.182796968668125,1.1273118787467251,4.5092475149869005,11.27311878746725,0.6807590322192307,0.3345823559772341,0.003817542234764384,0.617242003391585,0.1480648028312409,6.965528642982463,0.007759143667670843
43200.0,28.62630265814836,30.06346329074692,4.7946163236119625,0.7546377473107038,0.48626126990656493,5.148561225075038,214.43377075450536,66.66839190582814,11.736851208953762,2085.5996868471184,2293.558915801271,66.4846850301595,66.4846850301595,0.0,0.0,8.1,0.0,0.0,3.3334195952914074,10.000258785874221,33.33419595291407,1.333367838116563,5.333471352466252,13.33367838116563,0.5898359568346986,0.6124776719985813,0.005868425604476882,0.9166356410179239,0.12499589812394957,9.390255327511989,0.006848689054363444
64800.0,31.767403747287947,29.249330776335505,1.5673775904679408,0.8207018159940993,0.14220545856048045,11.830695751901242,219.82182179327455,97.53031857899364,15.94517620470862,2007.8068758134198,2338.4245173928953,111.26751629457257,111.26751629457257,0.0,0.0,8.1,0.0,0.0,4.876515928949683,14.629547786849045,48.76515928949682,1.950606371579873,7.802425486319492,19.50606371579873,0.48518064586174847,0.7098732354050425,0.00797258810235431,0.9880391662362594,0.15323043638481665,6.614590608181871,0.00952660914188045
86400.0,32.0677332865408,29.418506469814556,4.264911407451201,1.9823931727147803,0.2555405985896466,5.4741563614008495,224.03514509885974,80.21903595414041,7.978142883023025,2074.224268493213,2324.2310245533727,102.04117870686437,102.04117870686437,0.0,0.0,8.1,0.0,0.0,4.010951797707021,12.03285539312106,40.109517977070205,1.6043807190828083,6.417522876331233,16.043807190828083,0.3058141340620594,0.49961958663292005,0.0039890714415115125,0.9868712910192468,0.1663362610956493,6.409858169319702,0.008655514915017811
108000.0,29.345271011940977,29.64954911989969,3.119335555848281,0.9349810889662128,0.35156205796944606,6.179386748742335,219.64823313701964,64.16482639988511,5.003644016517691,2019.0404086511264,2343.3615377835094,111.73546391153577,111.73546391153577,0.0,0.0,8.1,0.0,0.0,3.208241319994256,9.624723959982767,32.08241319994256,1.2832965279977022,5.133186111990809,12.832965279977024,0.447518716631771,0.5737625930130502,0.0025018220082588453,0.8042857965869872,0.19709047114498696,7.294120985939784,0.0068680282976702955
129600.0,29.572184787038715,29.904626784639763,2.5849893872656238,1.9457264917822708,0.31559234978004824,7.878795033348446,203.6081288938582,85.17641700907652,14.672840651445902,2056.0908070405662,2345.0941351865836,27.220281298785032,27.220281298785032,0.0,0.0,8.1,0.0,0.0,4.258820850453826,12.776462551361478,42.58820850453826,1.7035283401815304,6.814113360726122,17.035283401815303,0.5491445510894402,0.47709189690782905,0.007336420325722951,0.6604677191597201,0.12522528338551706,9.302590396786231,0.005515733804391805
151200.0,30.147584050311085,30.021745389545295,2.5398348905502286,1.103442017114478,0.41331603697554653,14.627848079807322,203.79967618541582,71.03151184394096,12.214124121264554,2056.4467725432496,2286.3189123716224,30.226866756159655,30.226866756159655,0.0,0.0,8.1,0.0,0.0,3.5515755921970484,10.654726776591144,35.51575592197048,1.4206302368788193,5.682520947515277,14.206302368788194,0.4139430210577438,0.4371102045957623,0.006107062060632277,0.5973969013219633,0.18160335023020685,9.829329663527279,0.009012803740758139
172800.0,28.13981734345215,29.818519583794235,3.5523709031858095,0.9322282036661046,0.19440317212948482,12.305146540263266,201.2097571916285,54.738423551729696,5.101822610353847,2022.9414779713138,2256.899000871046,124.58023677799186,124.58023677799186,0.0,0.0,8.1,0.0,0.0,2.736921177586485,8.210763532759454,27.369211775864848,1.094768471034594,4.379073884138376,10.94768471034594,0.42339547975996,0.45387329495016926,0.0025509113051769236,0.620498128997959,0.1936125571540135,5.74720660526866,0.009366957289546098
194400.0,30.37545579775161,29.366590572313065,1.8291300901989422,1.0666952358641173,0.2266737424067704,11.77303959298141,208.6874811401218,78.85998732112807,5.9883824754795905,2028.6933735044772,2290.740527161135,118.69492539086954,118.69492539086954,0.0,0.0,8.1,0.0,0.0,3.9429993660564038,11.82899809816921,39.42999366056404,1.5771997464225616,6.308798985690246,15.771997464225615,0.39595900581282584,0.651253070230255,0.002994191237739795,0.6275436112106991,0.11270335759732318,6.86843739345367,0.00529268300040025
216000.0,29.189766702833335,29.71210345011753,1.6960417920644968,1.6411389625804251,0.10633522837794969,10.578101257354344,211.38384141780395,75.32749999542736,13.442453558219043,2047.0051541685916,2279.5108860184287,98.34018493349058,98.34018493349058,0.0,0.0,8.1,0.0,0.0,3.7663749997713682,11.299124999314104,37.66374999771368,1.5065499999085472,6.026199999634189,15.065499999085473,0.47559716478288655,0.5294719252902301,0.006721226779109522,0.5488093802675744,0.1897795806392026,8.693217601658704,0.006797715722600017
237600.0,28.011810352640182,29.92832697731785,3.1005634070785186,0.8044903387867959,0.2807476178609112,12.969475040156459,217.71278309323674,54.84586635334974,13.220322458437026,2105.410744893438,2329.2703405780753,87.91175786342667,87.91175786342667,0.0,0.0,8.1,0.0,0.0,2.742293317667487,8.226879953002461,27.42293317667487,1.096917327066995,4.38766930826798,10.969173270669948,0.40040520092167675,0.5472557399383823,0.006610161229218514,0.8386709230407582,0.10244268829406333,7.219030292839846,0.007058738337951216
259200.0,31.29601893864322,29.500976475603427,1.8645432492436829,1.3863078844613876,0.46528238472566896,12.978023722086078,227.6437320864959,98.92529834663449,5.160051905092441,2093.4111914566215,2291.2839397758908,110.98544903351217,110.98544903351217,0.0,0.0,8.1,0.0,0.0,4.946264917331725,14.838794751995174,49.462649173317246,1.9785059669326899,7.9140238677307595,19.7850596693269,0.6268583235647469,0.5491412756355527,0.002580025952546221,0.5427997764113841,0.1183457884758865,6.77677976993807,0.008057474263595996
280800.0,31.4933728486392,29.552457734686925,1.4318497924433422,0.6044688016223985,0.3355744090250191,10.206553537341115,222.266030273634,75.48677550019686,11.336686850463186,2059.7130767354347,2252.644690259767,58.55572016966571,58.55572016966571,0.0,0.0,8.1,0.0,0.0,3.774338775009843,11.323016325029528,37.74338775009843,1.5097355100039371,6.0389420400157485,15.097355100039373,0.6292429374337083,0.5895525537416975,0.005668343425231593,0.9236483727677469,0.14412743367500688,6.259632174385515,0.005089789318750755
302400.0,30.088344733139586,29.62329561453824,4.877757502703513,1.5398143133283018,0.12836647657542782,6.893608757918628,223.1396942965055,92.07198799781224,14.265418792828862,2096.6634754444726,2252.8337450383383,107.85302595815085,107.85302595815085,0.0,0.0,8.1,0.0,0.0,4.603599399890612,13.810798199671837,46.03599399890612,1.8414397599562449,7.3657590398249795,18.41439759956245,0.431432508240987,0.5820298374508965,0.007132709396414432,0.8543383599827534,0.12148546064249982,7.483385801239892,0.007092247485877291
324000.0,29.045491893186373,28.88768094410838,2.0826984238611574,0.5437560028611117,0.3420406488948603,8.957448298473544,208.96016472162648,93.34705214152561,16.201149616972398,2128.6648322558663,2299.498279471246,38.09312521267775,38.09312521267775,0.0,0.0,8.1,0.0,0.0,4.667352607076281,14.00205782122884,46.673526070762804,1.8669410428305122,7.467764171322049,18.669410428305124,0.619545271175298,0.4020161227458508,0.0081005748084862,0.7206148345458584,0.10650007889488886,8.654128002171092,0.009126542012114911
345600.0,29.989546926178022,30.204735919339253,3.9774728172159626,1.42916761072723,0.42123025693509797,9.31805100785912,223.5742545273305,73.1228408532574,19.114486817641907,2072.955815123772,2296.261927193373,103.50718615635128,103.50718615635128,0.0,0.0,8.1,0.0,0.0,3.65614204266287,10.968426127988609,36.5614204266287,1.462456817065148,5.849827268260592,14.62456817065148,0.5218388987544175,0.6288863425206302,0.009557243408820955,0.5898989067475378,0.14677582309575796,10.14300705458491,0.009150163418140372
367200.0,29.627921452232304,29.45667593781376,2.2690208657988,0.9228943276273411,0.3123436137153903,5.516856799111318,204.75608475499772,90.63465216878912,6.989059861202166,2035.0094404187191,2295.337060560416,76.71208881133305,76.71208881133305,0.0,0.0,8.1,0.0,0.0,4.531732608439456,13.595197825318367,45.31732608439456,1.8126930433757824,7.25077217350313,18.126930433757824,0.5220897656081388,0.4691322590325217,0.003494529930601083,0.8949323105177693,0.16183463070454576,9.544984795382366,0.005565498697119113
